project,bug_id,bucket,change_file,buggy_commit,pre_bug_date,fix_count,e7_pass,skip_reason
thefuck,thefuck-12,medium,thefuck/rules/no_command.py,4c2fc490f280ca3921785d8f58a37274ced35ce6,2016-07-07 15:42:02 +0300,2,False,cold_start_blind_e7
thefuck,thefuck-13,medium,thefuck/rules/git_branch_exists.py,2af65071d84a7d1d14a4126364d9b4c9b5241f3c,2016-06-06 06:46:36 +0300,1,False,cold_start_blind_e7
thefuck,thefuck-14,medium,thefuck/shells/fish.py,183b70c8b8885843efefd2bd4e74dc0a7d42d173,2016-03-04 22:35:55 +0100,0,False,cold_start_blind_e7
thefuck,thefuck-15,medium,thefuck/rules/git_add.py,3a39deb485995e67afb1919972cd1c9aaedf4c32,2016-02-18 15:17:46 -0200,1,False,cold_start_blind_e7
thefuck,thefuck-16,medium,thefuck/shells/bash.py,d92765d5df6607cb2f2fb67cee7b63f64ac7aa6b,2016-02-08 11:04:19 +0300,0,False,cold_start_blind_e7
thefuck,thefuck-17,medium,thefuck/shells/bash.py,f7f0660114a02fe49578ec5684dd02c81042d175,2016-02-01 17:52:08 +0300,0,False,cold_start_blind_e7
thefuck,thefuck-18,medium,thefuck/rules/sudo.py,b65a9a0a4fd9bef394b45a1d367d29aa1e1c403e,2015-11-06 02:19:07 +0800,2,False,cold_start_blind_e7
thefuck,thefuck-19,medium,thefuck/rules/git_push_force.py,959b96cf6ec8cedda05dc58efe0e0f3bd6ed2f4e,2015-09-28 16:47:54 +0800,0,False,cold_start_blind_e7
thefuck,thefuck-20,medium,thefuck/rules/dirty_unzip.py,0a6a3db65d2fc480c5b2f1135137f34c9f06b742,2015-09-28 16:47:54 +0800,3,True,
thefuck,thefuck-21,medium,thefuck/rules/git_fix_stash.py,71dc2666ccf62e653291d9a7a08e2c6c3320425b,2015-08-11 16:04:00 +0300,1,False,cold_start_blind_e7
thefuck,thefuck-22,medium,thefuck/types.py,faa7ee603057fa98c25507d30180c055d10d13d4,2015-08-08 04:45:42 +0300,0,False,cold_start_blind_e7
thefuck,thefuck-23,medium,thefuck/utils.py,4129ff2717cc6e6fa51d70cc4e6c31d56ef8e2c9,2015-08-01 19:16:22 +0300,3,True,
thefuck,thefuck-24,medium,thefuck/types.py,12394ca8423a438915fed996383b44471fc1139d,2015-08-01 19:16:22 +0300,0,False,cold_start_blind_e7
thefuck,thefuck-25,medium,thefuck/rules/mkdir_p.py,42a8b4f639269886e468762e6d100b6f01aad8ab,2015-07-24 08:09:08 +0300,0,False,cold_start_blind_e7
thefuck,thefuck-26,medium,thefuck/rules/vagrant_up.py,7cb0388ed0845545e878b29783bbf8e901a02745,2015-07-23 06:09:57 +0300,0,False,cold_start_blind_e7
thefuck,thefuck-27,medium,thefuck/rules/open.py,bc6b107066d3f1e60b4cfcaa8cf6399e98cf1b1c,2015-07-20 01:53:32 +0300,0,False,cold_start_blind_e7
thefuck,thefuck-28,medium,thefuck/rules/fix_file.py,88831c424f569e6a55fc98883d3eeecc7d425b18,2015-07-20 01:53:32 +0300,0,False,cold_start_blind_e7
thefuck,thefuck-29,medium,thefuck/types.py,4a2f869c6d6ef03d8d7ada1121cc6631d7ef979e,2015-07-20 01:53:32 +0300,0,False,cold_start_blind_e7
thefuck,thefuck-30,medium,thefuck/rules/fix_file.py,de513cacb150049e3f95434f8d6d30b7ed1e0ea7,2015-06-28 22:10:34 +0200,0,False,cold_start_blind_e7
thefuck,thefuck-31,medium,thefuck/rules/git_diff_staged.py,66e2ec7e3f0d3f848c01d87bb3503b0ff90fc78a,2015-06-21 09:27:03 +0800,0,False,cold_start_blind_e7
thefuck,thefuck-32,medium,thefuck/rules/ls_lah.py,cb33c912e5f2f4c2da6b70d708ff0437bfcd3b94,2015-05-29 04:04:02 +0300,0,False,cold_start_blind_e7
ansible,ansible-1,large,lib/ansible/galaxy/collection.py,25c5388fdec9e56517a93feb5e8d485680946c25,2020-04-16 13:01:20 +1000,9,True,
ansible,ansible-2,large,lib/ansible/utils/version.py,de59b17c7f69d5cfb72479b71776cc8b97e29a6b,2020-04-09 18:12:21 -0700,0,False,cold_start_blind_e7
ansible,ansible-3,large,lib/ansible/module_utils/facts/system/distribution.py,70219df9056ffb1e2766f572fbe71f7a1800c9f5,2020-04-06 20:38:29 -0500,21,True,
ansible,ansible-4,large,lib/ansible/playbook/collectionsearch.py,d91658ec0c8434c82c3ef98bfe9eb4e1027a43a3,2020-03-06 14:16:35 -0800,2,False,cold_start_blind_e7
ansible,ansible-5,large,lib/ansible/module_utils/common/validation.py,2af76f16be8cf2239daaec4c2f31c3dcb4e3469e,2020-02-27 08:04:12 +0530,0,False,cold_start_blind_e7
ansible,ansible-6,large,lib/ansible/galaxy/collection.py,90898132e456ee1993db99a1531379f1b98ee915,2020-01-16 09:24:39 +0800,9,True,
ansible,ansible-7,large,lib/ansible/module_utils/network/eos/config/vlans/vlans.py,cd146b836e032df785ecd9eb711c6ef23c2228b8,2020-01-15 10:35:57 +0530,3,True,
ansible,ansible-8,large,lib/ansible/plugins/shell/powershell.py,81378b3e744cd0d13b33d18a4f8a38aeb8a6e97a,2020-01-06 16:41:02 -0500,42,True,
ansible,ansible-9,large,lib/ansible/modules/packaging/os/redhat_subscription.py,9276dd2007a73172ed99ab5a56cded4298d3cd2b,2019-12-30 21:20:56 +0530,18,True,
ansible,ansible-10,large,lib/ansible/modules/system/pamd.py,e368f788f71c338cd3f049d5d6bdc643a51c0514,2019-12-25 10:30:51 -0500,17,True,
ansible,ansible-11,large,lib/ansible/modules/network/ios/ios_banner.py,da07b98b7a433493728ddb7ac7efbd20b8988776,2019-11-29 06:50:33 +0530,8,True,
ansible,ansible-12,large,lib/ansible/plugins/lookup/env.py,05e2e1806162393d76542a75c2520c7d61c2d855,2019-11-26 08:40:49 +0530,3,True,
ansible,ansible-13,large,lib/ansible/cli/galaxy.py,41472ee3878be215af8b933b2b04b4a72b9165ca,2019-11-03 21:56:57 -0500,54,True,
ansible,ansible-14,large,lib/ansible/galaxy/api.py,a1ab093ddbd32f1002cbf6d6f184c7d0041d890d,2019-10-07 14:36:05 -0700,20,True,
ansible,ansible-15,large,lib/ansible/modules/network/eos/eos_eapi.py,b1e8a6c1cbd2a668b462995487b819ef7dd8ba4b,2019-09-24 21:45:53 -0400,18,True,
ansible,ansible-16,large,lib/ansible/module_utils/facts/hardware/linux.py,2a9964ede8b2b77a62a005f6f5abc964b2819b0e,2019-07-12 09:05:48 +0530,14,True,
ansible,ansible-17,large,lib/ansible/module_utils/facts/hardware/linux.py,9cb47832d15c61884b30d70f9d4e0f816b064b05,2019-07-10 22:17:35 -0700,14,True,
ansible,ansible-18,large,lib/ansible/cli/galaxy.py,bb1256ca9aa4c22225dbeef0ef23a20fa9388b2f,2019-07-04 10:45:10 +0530,44,True,
black,black-1,large,black.py,26c9465a22c732ab1e17b0dec578fa3432e9b558,2020-04-04 22:02:57 -0700,153,True,
black,black-2,large,black.py,c8ca6b2b9ff3510bee12129824cebfc2fc51e5b2,2020-04-04 22:02:57 -0700,153,True,
black,black-3,large,black.py,8126b4f6a9342290de4655e6a8a78cd288ce7daa,2020-03-17 11:35:41 +0100,152,True,
black,black-4,large,black.py,65ea568e3301951f26e0e3b98f6d5dc80132e917,2019-07-01 07:42:30 -0700,133,True,
black,black-5,large,black.py,1bbb01b854d168d76ebe4bf78961c2152ae075d9,2019-05-09 04:49:48 +0200,126,True,
black,black-6,large,black.py,8c8adedc2a74a494c24f93e405b6418ac32f54cd,2019-03-25 08:22:02 -0700,122,True,
black,black-7,large,black.py,18119d38466652ae818436cb497f601294ed4558,2019-03-25 08:22:02 -0700,122,True,
black,black-8,large,black.py,e6ddb68c786256e1cb0c76b42d10c212ef34cb2a,2019-03-25 08:22:02 -0700,122,True,
black,black-9,large,black.py,026c81b83454f176a9f9253cbfb70be2c159d822,2019-02-13 17:41:58 -0800,115,True,
black,black-10,large,blib2to3/pgen2/driver.py,f6643c4f0cfbae1f2493fdfce46cfbae3d26f46b,2019-01-05 11:20:12 -0800,6,True,
black,black-11,large,black.py,283a5d53a8d57e8e186a08c9fbf249e1fbe7bc94,2018-11-29 14:27:08 -0800,113,True,
black,black-12,large,black.py,8b340e210271a8108995fd479c55dbc0a34466bd,2018-07-22 15:30:02 +0100,99,True,
black,black-13,large,blib2to3/pgen2/tokenize.py,b719d85ccc330170e40b2617307a7e3b2a0bab14,2018-07-18 22:10:52 +0100,6,True,
black,black-14,large,black.py,3bdd42389128bbbe8b64a8e050563f09bff99979,2018-06-03 11:46:59 -0700,75,True,
black,black-15,large,black.py,8a8c58252cc023ae250d6febd24f50a8166450d4,2018-05-20 09:50:41 -0700,66,True,
black,black-16,large,black.py,fb34c9e19589d05f92084a28940837151251ebd6,2018-05-15 01:13:48 -0400,59,True,
black,black-17,large,black.py,bbc09a4f013f2a584f143f3f5e3f76f6082367d4,2018-05-04 13:52:17 -0700,50,True,
black,black-18,large,black.py,dbe26161fa68632d608a440666a0960a32630902,2018-05-04 13:52:17 -0700,50,True,
black,black-19,large,black.py,337a4199f90ca48a19cf26511e0cec330b13bd4e,2018-03-26 21:29:49 -0700,26,True,
black,black-20,large,black.py,2e52a2b3ecc0fe025439c3db05a4457ab14f167b,2018-03-24 18:08:54 -0700,26,True,
black,black-21,large,black.py,c071af761e1550c6e4ebab8e5af747d2d8fdd48e,,0,False,shallow_history
black,black-22,large,black.py,728c56c986bc5aea4d9897d3fce3159f89991b8e,,0,False,shallow_history
black,black-23,large,black.py,8de552eb4f0fbf1ad84812cde71489cc00d3ed1f,,0,False,shallow_history
fastapi,fastapi-1,large,fastapi/applications.py,766157bfb4e7dfccba09ab398e8ec444d14e947c,2020-03-01 22:34:38 +0100,8,True,
fastapi,fastapi-2,large,fastapi/routing.py,210af1fd3dc0f612a08fa02a0cb3f5adb81e5bfb,2020-03-01 22:34:38 +0100,28,True,
fastapi,fastapi-3,large,fastapi/routing.py,869c7389e22dc9ad659940fa271da76c4f3ba3b1,2020-02-27 21:03:03 +0100,28,True,
fastapi,fastapi-4,large,fastapi/openapi/utils.py,7ccd81f70653857bd8f3a15ee946aa3fb0edc2cb,2020-01-18 19:08:24 +0100,15,True,
fastapi,fastapi-5,large,fastapi/utils.py,7cea84b74ca3106a7f861b774e9d215e5228728f,2019-12-13 11:32:17 +0100,8,True,
fastapi,fastapi-6,large,fastapi/dependencies/utils.py,5db99a27cf640864b4793807811848698c5ff4a2,2019-12-13 11:32:17 +0100,22,True,
fastapi,fastapi-7,large,fastapi/exception_handlers.py,cc4c13e4ae3f65fc76c23962b316df4a60e0c7e0,2019-10-09 13:16:45 -0500,0,False,cold_start_blind_e7
fastapi,fastapi-8,large,fastapi/routing.py,fdb6d43e103bcf7a7325d796e37c9435c9460e4c,2019-09-01 07:56:37 -0500,23,True,
fastapi,fastapi-9,large,fastapi/dependencies/utils.py,a7a92bc63768ccee3f3afc2b73b2c581928dfe75,2019-07-12 19:15:21 -0500,15,True,
fastapi,fastapi-10,large,fastapi/routing.py,b77a43bcac3ec8e7edbe82543e777c60ae85c178,2019-07-12 19:15:21 -0500,20,True,
fastapi,fastapi-11,large,fastapi/dependencies/utils.py,bf229ad5d830eb5320f966d51a55e590e8d57008,2019-06-28 21:29:29 +0200,15,True,
fastapi,fastapi-12,large,fastapi/security/http.py,d61f5e4b555b123bf222503fc0e076cbae6a7ebc,2019-04-27 20:03:23 +0400,2,False,cold_start_blind_e7
fastapi,fastapi-13,large,fastapi/routing.py,6f7f9268f6b03f42831dcfeaa5c15ba9813333ec,2019-03-04 20:07:11 +0400,10,True,
fastapi,fastapi-14,large,fastapi/openapi/models.py,2ddb804940bbcad4ed730b2a910c8fd3c1167127,2019-02-24 01:49:04 +0400,5,True,
fastapi,fastapi-15,large,fastapi/routing.py,b16ca54c30644667ab9f65a712704850666a039c,2019-02-24 01:49:04 +0400,10,True,
fastapi,fastapi-16,large,fastapi/encoders.py,92c825be6a7362099400c9c3fe8b01ea13add3dc,2019-01-10 20:52:06 +0400,3,True,
luigi,luigi-1,large,luigi/server.py,1164eb6b85b8a70f596dbb99452bec513e72c12e,2019-04-09 21:57:12 +0200,20,True,
luigi,luigi-2,large,luigi/contrib/beam_dataflow.py,baa54c9f4f809692d62d4c3e4497161717c76550,2019-04-09 21:57:12 +0200,0,False,cold_start_blind_e7
luigi,luigi-3,large,luigi/parameter.py,a0f1db01ddab5b4b2bda3fbe58bad09a6d94a7b4,2018-12-19 16:38:59 +0100,32,True,
luigi,luigi-4,large,luigi/contrib/redshift.py,ffa51b50103a3adaf3c4d0569fdb037a7ba01e8e,2018-01-16 20:34:33 +0100,18,True,
luigi,luigi-5,large,luigi/util.py,45b5711d1900184ccd66c65216d28c0d69d10d4a,2017-11-14 08:58:36 -0500,18,True,
luigi,luigi-6,large,luigi/parameter.py,d9667b7c8ce75f17efa383e8f64e27e5852e6f89,2017-08-13 10:44:11 +0200,31,True,
luigi,luigi-7,large,luigi/scheduler.py,dd1f2ce0061e7787166522a3c75339ba4755dd2c,2017-06-30 12:22:34 +0200,63,True,
luigi,luigi-8,large,luigi/contrib/redshift.py,61ee32e9968978c32be12a6af0affa3a5750e87e,2017-05-10 16:47:23 +0100,17,True,
luigi,luigi-9,large,luigi/execution_summary.py,f7e0b7710fd8b12f27625b1efb62a8fde6e206c4,2016-12-08 10:04:27 +0700,2,False,cold_start_blind_e7
luigi,luigi-10,large,luigi/scheduler.py,f538d1b3d473d542a19d508e5f7e0809b1dfe5ef,2016-08-12 10:24:46 +0700,58,True,
luigi,luigi-11,large,luigi/scheduler.py,bf8b5cba573d5d6cd11f7f10a03b458aeaf955c1,2016-08-10 09:35:24 +0700,58,True,
luigi,luigi-12,large,luigi/contrib/hdfs/clients.py,c3119757c9ad4141fb446554109fa09cbd31173c,2016-06-02 10:14:06 +0700,2,False,cold_start_blind_e7
luigi,luigi-13,large,luigi/file.py,3c90bcdac63d978dbdaeae408420e22b963c9863,2016-03-14 10:01:31 +0700,14,True,
luigi,luigi-14,large,luigi/scheduler.py,f7219c38121098d464011a094156d99b5b320362,2016-03-09 09:06:44 -0500,51,True,
luigi,luigi-15,large,luigi/scheduler.py,a822f55d4d7c5adf5b9e3b64f23189d8305e9bf9,2016-02-23 02:27:13 -0300,49,True,
luigi,luigi-16,large,luigi/scheduler.py,e38392a1381dd8daee0f180f0ac7f651edb88e0c,2015-12-11 12:45:26 -0500,46,True,
luigi,luigi-17,large,luigi/interface.py,c39922350cba3a93c96c2ed223283bf8cf315a7d,2015-12-11 12:45:26 -0500,30,True,
luigi,luigi-18,large,luigi/scheduler.py,6cffbf438d023441f7f42c2019a51c62eecd9018,2015-09-26 19:23:21 +0200,44,True,
luigi,luigi-19,large,luigi/scheduler.py,3d2f75224c7649402927a5ef57558d8c3717cd94,2015-09-26 19:23:21 +0200,44,True,
luigi,luigi-20,large,luigi/task.py,b958140c2ec838e590a5be02dbac7414d5d0bf17,2015-07-03 10:38:54 -0400,32,True,
luigi,luigi-21,large,luigi/interface.py,b7768da963570bd2223d97c1035f811c2eaf30b4,2015-06-12 13:47:26 -0400,26,True,
luigi,luigi-22,large,luigi/scheduler.py,9c4c47ae449593c55fb67ce51115d0be1fecb163,2015-05-20 12:46:59 -0400,34,True,
luigi,luigi-23,large,luigi/interface.py,c707253572deb795a900c3e07d21eee591a55fca,2015-05-28 17:38:42 +0200,26,True,
luigi,luigi-24,large,luigi/contrib/spark.py,572fce617a3b8133983cdee2b2cc336a65af5abe,2015-05-15 09:21:37 +0200,7,True,
luigi,luigi-25,large,luigi/contrib/redshift.py,d7ec31609c88503391d12d65b6037f397feff816,2015-05-08 21:39:03 +0200,9,True,
luigi,luigi-26,large,luigi/contrib/hadoop_jar.py,ed351ca3c3baf3657de584db08dfe0414fa000a3,2015-04-22 08:30:02 -0400,0,False,cold_start_blind_e7
luigi,luigi-27,large,luigi/parameter.py,69dfec33dc7c34d551ddc71742fa9c847295b01f,2015-04-20 17:38:01 -0700,17,True,
luigi,luigi-28,large,luigi/contrib/hive.py,e37cb0ea1d97e6340840128a68c8d59bd05c28c3,2015-03-22 16:36:56 -0400,3,True,
luigi,luigi-29,large,luigi/task_register.py,07efdd9136966ffe143ea57e15b1a57b5698fd5a,2015-03-08 22:25:14 -0400,0,False,cold_start_blind_e7
luigi,luigi-30,large,luigi/worker.py,97fa4afea3748f0d714482d2c97990bb467bc9d1,2015-02-26 13:06:45 +0800,43,True,
luigi,luigi-31,large,luigi/scheduler.py,554850f32784537796383db5ee188d0455863ca9,2015-02-16 18:14:00 +0100,29,True,
luigi,luigi-32,large,luigi/task_register.py,7233a0cc3e34c7c14259b1fa046f66332914f410,2015-02-16 05:27:30 +0800,0,False,cold_start_blind_e7
luigi,luigi-33,large,luigi/task.py,a7c0662eab78fd226fd7ef6b4461d7199336cbb1,2015-01-25 19:51:32 -0500,20,True,
scrapy,scrapy-1,large,scrapy/spidermiddlewares/offsite.py,c57512fa669e6f6b1b766a7639206a380f0d10ce,2020-02-05 01:35:13 -0300,0,False,cold_start_blind_e7
scrapy,scrapy-2,large,scrapy/utils/datatypes.py,f02c3d1dcf3e4880388d19e961e7911be5dc54ff,2019-10-02 14:51:06 +0200,2,False,cold_start_blind_e7
scrapy,scrapy-3,large,scrapy/downloadermiddlewares/redirect.py,be2e910dd06ba4904e7b10eb5a7e3251e8dab099,2019-09-27 09:56:43 +0200,2,False,cold_start_blind_e7
scrapy,scrapy-4,large,scrapy/contracts/__init__.py,c8f3d07e86dd41074971b5423fb932c2eda6db1e,2018-07-09 21:06:51 +0300,3,True,
scrapy,scrapy-5,large,scrapy/http/response/__init__.py,426da0ed07637e7efbcfb0fe49546e187d5d7f67,2018-01-11 01:34:11 +0500,2,False,cold_start_blind_e7
scrapy,scrapy-6,large,scrapy/pipelines/images.py,8aa2e4f9976d31bbe3a0014b4f1f96ace1b87043,2017-04-18 16:21:56 +0200,7,True,
scrapy,scrapy-7,large,scrapy/http/request/form.py,e1ceaf3b5fa29326f032c4ed3f50943384b9e63d,2017-01-14 20:45:20 -0500,14,True,
scrapy,scrapy-8,large,scrapy/item.py,f2f9350c47db73bdfb60773601b59b0633e1595a,2017-01-10 10:40:27 +0100,2,False,cold_start_blind_e7
scrapy,scrapy-9,large,scrapy/mail.py,a9c69458ff1667cc4d20ba25bb6a0dd9a5a08ce6,2016-11-08 21:30:27 -0300,9,True,
scrapy,scrapy-10,large,scrapy/downloadermiddlewares/redirect.py,6cc83c041eac36e7688dbd9c4c55487a43b622e0,2016-09-19 19:19:44 -0300,1,False,cold_start_blind_e7
scrapy,scrapy-11,large,scrapy/utils/gz.py,241bd00e76df142a24699819f8496bdec8f5c83a,2016-07-19 00:12:39 -0300,4,True,
scrapy,scrapy-12,large,scrapy/selector/unified.py,34e7dadf38ba1796094c0c76e92ea8d9837681cc,2016-06-21 17:14:41 +0200,6,True,
scrapy,scrapy-13,large,scrapy/pipelines/images.py,fa78849e335994a1617ed63221a70940c21cca20,2016-07-08 10:47:54 +0600,3,True,
scrapy,scrapy-14,large,scrapy/utils/gz.py,b7553d921afe356ec858bb1d2e5b1702df05ea24,2016-06-08 16:49:33 +0200,3,True,
scrapy,scrapy-15,large,scrapy/utils/url.py,b7925e42202d79d2ba9d00b6aded3a451c92fe81,2016-04-29 16:55:10 +0600,14,True,
scrapy,scrapy-16,large,scrapy/utils/url.py,73a5571c6044d5aea47b4f973e325c2f3d4e25dc,2016-03-12 14:16:40 +0100,13,True,
scrapy,scrapy-17,large,scrapy/utils/response.py,ebef6d7c6dd8922210db8a4a44f48fe27ee0cd16,2016-02-08 10:11:58 +0500,9,True,
scrapy,scrapy-18,large,scrapy/responsetypes.py,41588397c04356f2b0c393b61ed68271a08d6ccd,2016-01-13 13:09:16 +0100,3,True,
scrapy,scrapy-19,large,scrapy/http/cookies.py,e328a9b9dfa4fbc79c59ed4f45f757e998301c31,2016-01-07 10:51:27 +0100,6,True,
scrapy,scrapy-20,large,scrapy/spiders/sitemap.py,e328a9b9dfa4fbc79c59ed4f45f757e998301c31,2016-01-07 10:51:27 +0100,0,False,cold_start_blind_e7
scrapy,scrapy-21,large,scrapy/downloadermiddlewares/robotstxt.py,43a53aca1207a82b663fe7a90c375546ce340a8e,2016-01-04 10:00:13 +0100,0,False,cold_start_blind_e7
scrapy,scrapy-22,large,scrapy/exporters.py,a35aec71e96b0c0288c370afa425e8e700dca8b3,2015-12-30 15:43:54 -0300,0,False,cold_start_blind_e7
scrapy,scrapy-23,large,scrapy/downloadermiddlewares/httpproxy.py,c9e046d11dc63fbdc40effce4e6d15bcecd44593,2015-12-18 16:16:05 -0500,0,False,cold_start_blind_e7
scrapy,scrapy-24,large,scrapy/core/downloader/handlers/http11.py,98c060d0b2cc76934e16abc03a033f21850fd565,2015-12-18 16:16:05 -0500,5,True,
scrapy,scrapy-25,large,scrapy/http/request/form.py,57f87b95d4d705f8afdd8fb9f7551033a7d88ee2,2015-09-30 21:38:58 -0300,10,True,
scrapy,scrapy-26,large,scrapy/settings/__init__.py,f249b309ab779b5ab518f54f309d7a4ac6661ec7,2015-09-29 03:33:30 +0500,3,True,
scrapy,scrapy-27,large,scrapy/downloadermiddlewares/redirect.py,280eab241680c93a763a3ef3a9ccd0c257259ca0,2015-07-18 22:16:28 +0500,0,False,cold_start_blind_e7
scrapy,scrapy-28,large,scrapy/dupefilters.py,e2f31f3018c0037f65982209c22f93b80a5d6e7b,2015-07-11 11:30:08 +0000,0,False,cold_start_blind_e7
scrapy,scrapy-29,large,scrapy/utils/request.py,5c4666a3d489bd3efa2e188de58721a125a5bfad,2015-07-11 11:30:08 +0000,3,True,
scrapy,scrapy-30,large,scrapy/cmdline.py,4d41cc0dc4821da07d467b368528c61ce48a0df2,2015-07-10 20:08:25 -0300,6,True,
scrapy,scrapy-31,large,scrapy/http/cookies.py,5f02ef82e8560242eb34b336f385addfdef3211d,2015-07-03 16:51:53 +0200,6,True,
scrapy,scrapy-32,large,scrapy/crawler.py,342cb622f1ea93268477da557099010bbd72529a,2015-04-28 23:48:58 -0300,10,True,
scrapy,scrapy-33,large,scrapy/core/engine.py,2d216771976cd7aedfb88ae97418c2d4dcc84917,2015-04-17 01:54:26 +0500,24,True,
scrapy,scrapy-34,large,scrapy/item.py,e521740b3951bacc80d3c9c1db8652ed5e914b89,2015-04-11 00:38:42 +0500,0,False,cold_start_blind_e7
scrapy,scrapy-35,large,scrapy/crawler.py,0a5bbbaed3e182d2151b6b34357667901ece353f,2015-03-23 18:11:35 +0500,9,True,
scrapy,scrapy-36,large,scrapy/utils/misc.py,cb8140a42a27ede87b0880372024f2f1804618b8,2020-04-10 18:08:04 -0300,8,True,
scrapy,scrapy-37,large,scrapy/http/request/__init__.py,1d5c270ce8caf954ce83c8db262e2a35707e0c5e,2019-09-20 15:28:07 +0100,3,True,
scrapy,scrapy-38,large,scrapy/http/request/form.py,6cc6bbb5fc5c102271829a554772effb0444023c,2018-02-13 19:47:41 +0500,14,True,
scrapy,scrapy-39,large,scrapy/spiders/__init__.py,692975acb40c6394424dfb728b1ffa46b3b3c55d,2017-01-14 20:45:20 -0500,0,False,cold_start_blind_e7
scrapy,scrapy-40,large,scrapy/exporters.py,7d24df37380cd5a5b7394cd2534e240bd2eff0ca,2015-12-18 16:16:05 -0500,0,False,cold_start_blind_e7
tornado,tornado-1,large,tornado/websocket.py,6a5a0bfa370b6c0d3dbbf9589a560a98202d2baa,2019-02-02 13:44:56 -0500,32,True,
tornado,tornado-2,large,tornado/http1connection.py,2ca8821d006f6693f920a4b183a3a7c985a5c8ad,2018-12-02 19:44:04 -0500,10,True,
tornado,tornado-3,large,tornado/httpclient.py,940fd87fe9145d1154c8457221f86d56ea063c65,2018-10-20 22:01:49 -0400,36,True,
tornado,tornado-4,large,tornado/web.py,a8420fc681c5423d072978f00eab4d0645057d16,2018-09-30 22:20:00 -0400,94,True,
